Id,Label
0001.jpg,0.000000
0002.jpg,1.000000
0003.jpg,1.000000
0004.jpg,1.000000
0005.jpg,1.000000
0006.jpg,1.000000
0007.jpg,0.000000
0008.jpg,1.000000
0009.jpg,1.000000
0010.jpg,0.000000
0011.jpg,1.000000
0012.jpg,0.000000
0013.jpg,1.000000
0014.jpg,1.000000
0015.jpg,1.000000
0016.jpg,1.000000
0017.jpg,1.000000
0018.jpg,0.000000
0019.jpg,1.000000
0020.jpg,0.000000
0021.jpg,1.000000
0022.jpg,1.000000
0023.jpg,1.000000
0024.jpg,1.000000
0025.jpg,1.000000
0026.jpg,1.000000
0027.jpg,0.000000
0028.jpg,1.000000
0029.jpg,0.000000
0030.jpg,1.000000
0031.jpg,0.000000
0032.jpg,1.000000
0033.jpg,0.000000
0034.jpg,1.000000
0035.jpg,1.000000
0036.jpg,0.000000
0037.jpg,1.000000
0038.jpg,0.000000
0039.jpg,1.000000
0040.jpg,1.000000
0041.jpg,1.000000
0042.jpg,1.000000
0043.jpg,1.000000
0044.jpg,1.000000
0045.jpg,1.000000
0046.jpg,1.000000
0047.jpg,1.000000
0048.jpg,1.000000
0049.jpg,1.000000
0050.jpg,0.000000
0051.jpg,0.000000
0052.jpg,1.000000
0053.jpg,1.000000
0054.jpg,1.000000
0055.jpg,1.000000
0056.jpg,0.000000
0057.jpg,1.000000
0058.jpg,0.000000
0059.jpg,1.000000
0060.jpg,1.000000
0061.jpg,0.000000
0062.jpg,0.000000
0063.jpg,1.000000
0064.jpg,1.000000
0065.jpg,1.000000
0066.jpg,1.000000
0067.jpg,0.000000
0068.jpg,1.000000
0069.jpg,1.000000
0070.jpg,1.000000
0071.jpg,1.000000
0072.jpg,1.000000
0073.jpg,1.000000
0074.jpg,1.000000
0075.jpg,1.000000
0076.jpg,1.000000
0077.jpg,1.000000
0078.jpg,1.000000
0079.jpg,1.000000
0080.jpg,1.000000
0081.jpg,1.000000
0082.jpg,0.000000
0083.jpg,1.000000
0084.jpg,1.000000
0085.jpg,1.000000
0086.jpg,1.000000
0087.jpg,1.000000
0088.jpg,1.000000
0089.jpg,0.000000
0090.jpg,1.000000
0091.jpg,1.000000
0092.jpg,1.000000
0093.jpg,1.000000
0094.jpg,1.000000
0095.jpg,0.000000
0096.jpg,0.452440
0097.jpg,1.000000
0098.jpg,0.000000
0099.jpg,1.000000
0100.jpg,1.000000
0101.jpg,1.000000
0102.jpg,1.000000
0103.jpg,1.000000
0104.jpg,1.000000
0105.jpg,1.000000
0106.jpg,1.000000
0107.jpg,1.000000
0108.jpg,1.000000
0109.jpg,1.000000
0110.jpg,1.000000
0111.jpg,0.000000
0112.jpg,1.000000
0113.jpg,1.000000
0114.jpg,0.000000
0115.jpg,0.418859
0116.jpg,1.000000
0117.jpg,1.000000
0118.jpg,1.000000
0119.jpg,1.000000
0120.jpg,0.000000
0121.jpg,1.000000
0122.jpg,0.672133
0123.jpg,1.000000
0124.jpg,1.000000
0125.jpg,0.000000
0126.jpg,1.000000
0127.jpg,1.000000
0128.jpg,0.000000
0129.jpg,1.000000
0130.jpg,1.000000
0131.jpg,1.000000
0132.jpg,1.000000
0133.jpg,1.000000
0134.jpg,1.000000
0135.jpg,0.000000
0136.jpg,0.000000
0137.jpg,1.000000
0138.jpg,0.000000
0139.jpg,1.000000
0140.jpg,1.000000
0141.jpg,1.000000
0142.jpg,1.000000
0143.jpg,1.000000
0144.jpg,0.000000
0145.jpg,1.000000
0146.jpg,1.000000
0147.jpg,0.000000
0148.jpg,1.000000
0149.jpg,1.000000
0150.jpg,0.000000
0151.jpg,1.000000
0152.jpg,1.000000
0153.jpg,1.000000
0154.jpg,0.000000
0155.jpg,1.000000
0156.jpg,0.000000
0157.jpg,0.000000
0158.jpg,1.000000
0159.jpg,1.000000
0160.jpg,1.000000
0161.jpg,0.000000
0162.jpg,1.000000
0163.jpg,0.000000
0164.jpg,1.000000
0165.jpg,0.000000
0166.jpg,1.000000
0167.jpg,1.000000
0168.jpg,1.000000
0169.jpg,1.000000
0170.jpg,1.000000
0171.jpg,0.000000
0172.jpg,1.000000
0173.jpg,0.000000
0174.jpg,1.000000
0175.jpg,1.000000
0176.jpg,1.000000
0177.jpg,1.000000
0178.jpg,1.000000
0179.jpg,1.000000
0180.jpg,1.000000
0181.jpg,1.000000
0182.jpg,0.000000
0183.jpg,1.000000
0184.jpg,1.000000
0185.jpg,0.000000
